xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx || x || x
0000000011100111000000000000000000000000000000001110011100000000 1011001100110011001100110101100011000011110010011000101000101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110011001100110011001101011000110000111100100110001010001011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100110011001100110011010110001100001111001001100010100010110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001100110011001100110101100011000011110010011000101000101101011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011001100110011001101011000110000111100100110001010001011010111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110011001100110011010110001100001111001001100010100010110101111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100110011001100110101100011000011110010011000101000101101011111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001100110011001101011000110000111100100110001010001011010111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011001100110011010110001100001111001001100010100010110101111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110011001100110101100011000011110010011000101000101101011111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100110011001101011000110000111100100110001010001011010111111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001100110011010110001100001111001001100010100010110101111111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011001100110101100011000011110010011000101000101101011111111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110011001101011000110000111100100110001010001011010111111111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100110011010110001100001111001001100010100010110101111111111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001100110101100011000011110010011000101000101101011111111111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011001101011000110000111100100110001010001011010111111111111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110011010110001100001111001001100010100010110101111111111111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100110101100011000011110010011000101000101101011111111111111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001101011000110000111100100110001010001011010111111111111111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011010110001100001111001001100010100010110101111111111111111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110101100011000011110010011000101000101101011111111111111111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101011000110000111100100110001010001011010111111111111111111110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010110001100001111001001100010100010110101111111111111111111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101100011000011110010011000101000101101011111111111111111111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011000110000111100100110001010001011010111111111111111111110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110001100001111001001100010100010110101111111111111111111101010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100011000011110010011000101000101101011111111111111111111010101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000110000111100100110001010001011010111111111111111111110101010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001100001111001001100010100010110101111111111111111111101010100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011000011110010011000101000101101011111111111111111111010101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110000111100100110001010001011010111111111111111111110101010001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001111001001100010100010110101111111111111111111101010100011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000011110010011000101000101101011111111111111111111010101000110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000111100100110001010001011010111111111111111111110101010001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001111001001100010100010110101111111111111111111101010100011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011110010011000101000101101011111111111111111111010101000110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111100100110001010001011010111111111111111111110101010001101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111001001100010100010110101111111111111111111101010100011011001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110010011000101000101101011111111111111111111010101000110110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100100110001010001011010111111111111111111110101010001101100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001001100010100010110101111111111111111111101010100011011001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010011000101000101101011111111111111111111010101000110110011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100110001010001011010111111111111111111110101010001101100110100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001100010100010110101111111111111111111101010100011011001101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011000101000101101011111111111111111111010101000110110011010001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110001010001011010111111111111111111110101010001101100110100011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100010100010110101111111111111111111101010100011011001101000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000101000101101011111111111111111111010101000110110011010001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001010001011010111111111111111111110101010001101100110100011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010100010110101111111111111111111101010100011011001101000111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101000101101011111111111111111111010101000110110011010001110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010001011010111111111111111111110101010001101100110100011100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100010110101111111111111111111101010100011011001101000111001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000101101011111111111111111111010101000110110011010001110011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001011010111111111111111111110101010001101100110100011100110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010110101111111111111111111101010100011011001101000111001101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101101011111111111111111111010101000110110011010001110011011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011010111111111111111111110101010001101100110100011100110110111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110101111111111111111111101010100011011001101000111001101101110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101011111111111111111111010101000110110011010001110011011011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010111111111111111111110101010001101100110100011100110110111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101111111111111111111101010100011011001101000111001101101110010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011111111111111111111010101000110110011010001110011011011100101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111111111111111111110101010001101100110100011100110110111001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111111111111111111101010100011011001101000111001101101110010111 || 0 || 1
